Timestamp,still01-bf-pid.DV01-lit4003.level-% => (Aggregate=TimeAverage2),still01-bf-pid.CV01-pmp4000a.cmdspd-hz => (Aggregate=TimeAverage2),still01-bf-pid.PV01-fit4008.volflow-gpm => (Aggregate=TimeAverage2),still01-bf-pid.SP.Spd-Hz => (Aggregate=TimeAverage2)
7/15/2025 12:48:27 AM,65.19264,45.189335,82.930131505,82.523206948
7/15/2025 12:48:29 AM,65.19264,45.2778,82.70559,82.89190761
7/15/2025 12:48:31 AM,65.19264,45.1641,83.60359575,83.416190758
7/15/2025 12:48:33 AM,65.19264,45.149825,83.77084,83.067690688
7/15/2025 12:48:35 AM,65.19264,45.17304,83.77084,83.154338215
7/15/2025 12:48:37 AM,65.19264,45.1359,82.69967318,83.39653448
7/15/2025 12:48:39 AM,65.19264,45.1735,82.4964,82.44272538
7/15/2025 12:48:41 AM,65.19264,45.457805,82.89738464,82.634231035
7/15/2025 12:48:43 AM,65.19264,45.38337,82.97576,83.22734614
7/15/2025 12:48:45 AM,65.19264,45.27585,82.97576,82.866043845
7/15/2025 12:48:47 AM,65.18796832,45.413505,81.80203272,82.0567280525
7/15/2025 12:48:49 AM,65.17018,45.509,81.57178,83.56443238
7/15/2025 12:48:51 AM,65.17018,45.39462,81.790908017,82.894987575
7/15/2025 12:48:53 AM,65.17018,45.4846,81.834366,82.987441325
7/15/2025 12:48:55 AM,65.17018,45.48934,81.834366,82.26688116
7/15/2025 12:48:57 AM,65.17018,45.45669,84.323452755,83.79357629
7/15/2025 12:48:59 AM,65.17018,45.21899,84.82426,82.981598345
7/15/2025 12:49:01 AM,65.17018,45.483365,83.82918732,82.96706366
7/15/2025 12:49:03 AM,65.17018,45.55384,83.62754,82.47756968
7/15/2025 12:49:05 AM,65.17018,45.61943,83.62754,83.04339981
7/15/2025 12:49:07 AM,65.140714225,45.58723,82.4145356,82.76666833
7/15/2025 12:49:09 AM,65.02467,45.626,82.15634,83.21670034
7/15/2025 12:49:11 AM,65.02467,45.53316,81.88088504,82.491842545
7/15/2025 12:49:13 AM,65.02467,45.70126,81.82205,83.55913821
7/15/2025 12:49:15 AM,65.02467,45.39967,81.82205,83.1617479
7/15/2025 12:49:17 AM,65.02467,45.556575,83.0585512625,82.846085475
7/15/2025 12:49:19 AM,65.02467,45.65652,83.327225,82.623858735
7/15/2025 12:49:21 AM,65.02467,45.66215,83.92816118,83.581254545
7/15/2025 12:49:23 AM,65.02467,45.56,84.060074,83.416783175
7/15/2025 12:49:25 AM,65.02467,45.56,84.060074,83.702266805
7/15/2025 12:49:27 AM,65.02467,45.61372,83.8191604375,83.36339756
7/15/2025 12:49:29 AM,65.02467,45.60992,83.763565,83.34120495
7/15/2025 12:49:31 AM,65.020596795,45.46358,82.8453275935,82.428421325
7/15/2025 12:49:33 AM,65.0034,45.599925,82.632034,83.220647626
7/15/2025 12:49:35 AM,65.0034,45.419565,82.632034,82.667566256
7/15/2025 12:49:37 AM,65.0034,45.4873,83.130933626,82.69991848
7/15/2025 12:49:39 AM,65.0034,45.37817,83.2472,82.65144304
7/15/2025 12:49:41 AM,65.0034,45.44,82.68791204,82.29193368
7/15/2025 12:49:43 AM,65.0034,45.46496,82.55544,82.89742629
7/15/2025 12:49:45 AM,65.0034,45.516895,82.55544,82.7890631075
7/15/2025 12:49:47 AM,65.0034,45.53412,83.38976071,82.885175275
7/15/2025 12:49:49 AM,65.0034,45.440305,83.6003,83.648357405
7/15/2025 12:49:51 AM,65.0034,45.24544,82.9436814725,82.63299414
7/15/2025 12:49:53 AM,64.97911875,45.54975,82.777985,82.78408905
7/15/2025 12:49:55 AM,64.8739,45.47397,82.777985,82.8456996875
7/15/2025 12:49:57 AM,64.8739,45.46602,82.6354446275,82.152562835
7/15/2025 12:49:59 AM,64.8739,45.4347,82.59835,83.08638007
7/15/2025 12:50:01 AM,64.8739,45.40525,81.92983072,82.53963696
7/15/2025 12:50:03 AM,64.8739,45.57397,81.75426,82.841222193
7/15/2025 12:50:05 AM,64.8739,45.48776,81.75426,83.1360241
7/15/2025 12:50:07 AM,64.8739,45.382895,82.923781976,83.06122703
7/15/2025 12:50:09 AM,64.8739,45.45525,83.232796,83.445252304
7/15/2025 12:50:11 AM,64.8677206375,45.3148,83.376124988,83.294103439
7/15/2025 12:50:13 AM,64.840225,45.44632,83.41434,82.5797032
7/15/2025 12:50:15 AM,64.840225,45.493875,83.41434,83.584743592
7/15/2025 12:50:17 AM,64.840225,45.31565,82.37832075,83.141765384
7/15/2025 12:50:19 AM,64.840225,45.31146,82.09876,82.408893765
7/15/2025 12:50:21 AM,64.840225,45.35562,83.18485148,83.225407209
7/15/2025 12:50:23 AM,64.840225,45.30997,83.4788,82.748385416
7/15/2025 12:50:25 AM,64.8204015875,45.4408,83.2190547875,82.612585825
7/15/2025 12:50:27 AM,64.7304,45.517215,83.148125,82.9969203
7/15/2025 12:50:29 AM,64.7304,45.42675,83.148125,83.417320076
7/15/2025 12:50:31 AM,64.7304,45.298725,83.9162152625,83.266619361
7/15/2025 12:50:33 AM,64.7304,45.52509,84.12971,83.103820515
7/15/2025 12:50:35 AM,64.7304,45.27,83.388136835,82.981034335
7/15/2025 12:50:37 AM,64.7304,45.25432,83.1808,82.834637028
7/15/2025 12:50:39 AM,64.7304,45.2,83.1808,83.521589392
7/15/2025 12:50:41 AM,64.7304,45.220115,81.91718128,82.8478765825
7/15/2025 12:50:43 AM,64.7304,45.363425,83.028664219,82.55117065
7/15/2025 12:50:45 AM,64.73200428,45.49066,83.44631,83.400416625
7/15/2025 12:50:47 AM,64.73962,45.15961,83.44631,82.856923355
7/15/2025 12:50:49 AM,64.73962,45.46012,83.41085711,83.35292997
7/15/2025 12:50:51 AM,64.73962,45.095375,83.40077,82.96900523
7/15/2025 12:50:53 AM,64.73962,45.30989,82.14982235,81.808751602
7/15/2025 12:50:55 AM,64.73962,45.3844,81.786644,83.328019445
7/15/2025 12:50:57 AM,64.73962,45.4,81.786644,83.10069689
7/15/2025 12:50:59 AM,64.718087385,45.36715,83.148628258,82.95438168
7/15/2025 12:51:01 AM,64.61183,45.27185,83.54859,82.753425105
7/15/2025 12:51:03 AM,64.61183,45.34568,83.03965672,82.716893415
7/15/2025 12:51:05 AM,64.61183,45.36031,82.88935,82.774766475
7/15/2025 12:51:07 AM,64.61183,45.47864,82.88935,82.447960274
7/15/2025 12:51:09 AM,64.61183,45.50784,83.092846755,82.751359235
7/15/2025 12:51:11 AM,64.61183,45.510775,83.15346,82.90748067
