Timestamp,still01-lwc-pid.CV01-fcv4032-% => (Aggregate=TimeAverage2),still01-lwc-pid.enabled => (Aggregate=StartBound),still01-lwc-pid.SP01-fcv4034.SP-temp => (Aggregate=TimeAverage2),still01-lwc-pid.DV01-pit4012-psi => (Aggregate=TimeAverage2),still01-lwc-pid.DV02-tit52001.temp => (Aggregate=TimeAverage2),still01-lwc-pid.DV03-pit52006-psi => (Aggregate=TimeAverage2),still01-lwc-pid.DV04-fit52101-gpm => (Aggregate=TimeAverage2),still01-lwc-pid.PV01-tit4033-prodtemp => (Aggregate=TimeAverage2),still01-lwc-pid.PV02-tit4031-venttemp => (Aggregate=TimeAverage2),still01-lwc-pid.PV03-tit4021-lwctemp => (Aggregate=TimeAverage2),still01-lwc-pid.PV04-WeightedCalc-tempT_4021 => (Aggregate=TimeAverage2)
7/15/2025 5:10:17 AM,21,True,148,0.03370199,77.537019144,43.017956,793.0217059,92.39193,153.7389,170.32521,160.79344
7/15/2025 5:10:19 AM,21,True,148,0.01171240357,77.52344,43.017956,795.07918425,92.39193,153.626477305,170.32521,161.107523695
7/15/2025 5:10:21 AM,21,True,148,0.01105566,77.52344,43.017956,798.335039605,92.39193,153.40381,170.32521,161.13171
7/15/2025 5:10:23 AM,21,True,148,0.01105566,77.52344,43.017956,789.77151543,92.156372655,153.40381,170.379966,161.13171
7/15/2025 5:10:25 AM,21,True,148,0.01105566,77.52344,43.013285424,792.63022835,92.08014,153.40381,170.79321,161.34613437
7/15/2025 5:10:27 AM,21,True,148,0.01105566,77.52263069,42.98690389,800.878743,92.08014,153.40381,170.80757117,161.36302
7/15/2025 5:10:29 AM,21,True,148,0.01105566,77.51326,42.9722,795.7869376,92.08014,153.166223465,170.9203,161.36302
7/15/2025 5:10:31 AM,21,True,148,0.01105566,77.51326,42.9722,793.5825488,92.08014,152.62433836,170.92846072,161.47726062
7/15/2025 5:10:33 AM,21,True,148,0.01105566,77.51326,42.97608549,795.64886475,92.08014,152.50102,170.99382,161.48639
7/15/2025 5:10:35 AM,21,True,148,0.01105566,77.51326,42.9930648,797.9234043,92.08014,152.50102,170.99382,161.48639
7/15/2025 5:10:37 AM,21,True,148,0.01105566,77.51326,42.9859597575,794.866944825,91.812737887,152.50102,170.993484385,161.48639924
7/15/2025 5:10:39 AM,21,True,148,0.01105566,77.51326,43.017418304,798.12200632,91.723366,152.31703705,170.99081,161.4864
7/15/2025 5:10:41 AM,21,True,148,0.01105566,77.51326,42.995853,794.0680842,91.621192663,151.8834505,170.99081,161.4864
7/15/2025 5:10:43 AM,21,True,148,0.01105566,77.51326,42.995853,793.8922878,91.58234,151.76758,170.99081,161.40171505
7/15/2025 5:10:45 AM,21,True,148,0.01105566,77.513682836,42.995853,799.394099625,91.313067125,151.76758,170.99081,161.3947
7/15/2025 5:10:47 AM,21,True,148,0.01105566,77.518974,42.997913916,796.81789025,91.02963512,151.76758,170.99081,161.3947
7/15/2025 5:10:49 AM,21,True,148,0.01105566,77.518974,43.009064,793.3523828,90.960236,151.76758,170.99081,161.234666
7/15/2025 5:10:51 AM,21,True,148,0.01105566,77.518974,43.005465439,791.691313035,90.44815134,151.547109025,170.96731941,161.22075
7/15/2025 5:10:53 AM,21,True,148,0.01105566,77.518974,42.991926708,798.13340458,90.02136385,151.07753,170.7753,161.22075
7/15/2025 5:10:55 AM,21,True,148,0.01105566,77.518974,43.0183675185,800.404673375,89.7452642,150.980288765,170.7753,161.22075
7/15/2025 5:10:57 AM,21,True,148,0.01105566,77.518989012,42.98988,801.142774875,89.44091672,150.77222,170.76243612,161.22075
7/15/2025 5:10:59 AM,21,True,148,0.01105566,77.51919,42.98988,798.80695976,89.34514,150.77222,170.65619,161.22075
7/15/2025 5:11:01 AM,21,True,148,0.01105566,77.51919,42.98988,794.610679985,89.34514,150.77222,170.65619,161.22075
